šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
10569,MM STYLUS PEN 2U1,MOBITELI,1,22.00,89.09,39.00,25.00
10570,MM RETRO SAMSUNG S4 i9505,MOBITELI,6,1.00,3820.00,49.00,0.00
10571,MM HAPPY MORI SAMSUNG S4 MINI,MOBITELI,3,1.00,5420.00,69.00,0.00
10572,MM TPU TRAPER IPHONE 5/5S,MOBITELI,4,1.00,7820.00,99.00,0.00
10573,MM BUMPER SAMSUNG RAZNI,MOBITELI,2,10.00,372.00,59.00,0.00
10574,ACER ASPIRE E5-771G-59HV NX.MNVEX.024,PC,1,3630.00,21.19,5499.00,0.00
10575,LENOVO G50-30 80G001MDSC,PC,1,1990.00,28.60,3199.00,0.00
10576,LENOVO G50-30 80G001B4SC,PC,1,1799.00,33.36,2999.00,0.00
10577,LENOVO G50-30 80G000CPSC,PC,1,1550.00,39.30,2699.00,0.00
10578,WHIRPOOL ACM 847 PLOČA,BIJELA TEHNIKA,1,3439.00,21.96,4299.00,18.00
10579,BLANCO FAVOS 6S SUDOPER,BIJELA TEHNIKA,1,1370.00,52.94,1715.00,34.52
10580,BLANCO TORRE DOZER ZS DETERGENT,BIJELA TEHNIKA,1,371.00,37.83,465.00,27.25
10581,BLANCO MEDIAN 45S INOX 18/10D SUDOPER,BIJELA TEHNIKA,1,1507.00,71.94,1885.00,41.80
10582,SONY PLAYSTATION 3 500GB WHITE,PLAY STATION,1,1759.20,14.94,2199.00,13.00
10583,PHILIPS 40PFH4509/88 LED TV,TELEVIZIJA,1,2299.00,28.40,3690.00,0.00
10584,VIVAX AV REMOTE DALJINSKI,TELEVIZIJA,1,100.00,87.29,199.00,15.00
10585,"CONSOLE SW127 26""-50"" NOSAČ TV",TELEVIZIJA,3,430.00,132.00,899.00,27.91
10586,ZYXEL WAP3205 ACCESS POINT,PC,1,349.00,62.94,499.00,29.80
10587,EATON 66712 PRENAPONSKA ZAŠTITA,AUDIOVIDEO PROGRAM,1,125.59,86.60,249.00,15.00
10588,GENIUS HS-M400A SLUŠALICE SA MIKROFONOM,AUDIOVIDEO PROGRAM,5,62.59,111.27,119.00,28.01
10589,EDIMAX EW-7416APn ACCESS POINT,PC,1,249.00,58.26,399.00,19.00
10590,TP-LINK TL-WA801ND ACCESS POINT,PC,10,155.40,105.41,399.00,0.00
10591,SONY DSC-H400 FOTO,FOTOAPARAT,1,1699.00,41.77,2499.00,17.00
10592,LENOVO IDEACENTRE C470 AiO WHITE,PC,1,3870.00,33.74,5499.00,15.00
10593,LENOVO IDEACENTRE C560 AIO WHITE,PC,1,4984.00,32.17,6999.00,15.00
10594,MIPOW POWER TUBE 2600M,MOBITELI,1,199.20,33.33,199.00,25.00
10595,MIPOW BOOMIN BLUETOOTH ZVUČNIK,MOBITELI,1,359.20,33.33,449.00,25.00
10596,MIPOW POWER TUBE 4000L,MOBITELI,1,311.20,33.33,389.00,25.00
10597,MAXCOM MM910 STRONG,MOBITELI,2,559.20,33.33,699.00,25.00
10598,MARLEY IN EAR-UPLIFT MIDNIGHT,AUDIOVIDEO PROGRAM,1,239.20,33.33,299.00,25.00
10599,MARLEY ON EAR-BUFFALO SOLDIER MIDNIGHT,AUDIOVIDEO PROGRAM,2,551.20,66.67,689.00,40.00
10600,MARLEY IN EAR-SMILE JAMAICA MIDNIGHT,AUDIOVIDEO PROGRAM,1,159.20,66.67,199.00,40.00
10601,MARLEY IN EAR-SMILE JAMAICA MINT,AUDIOVIDEO PROGRAM,1,159.20,33.33,199.00,25.00
10602,MARLEY ON EAR-LIBERATE XLBT MIDNIGHT,AUDIOVIDEO PROGRAM,1,1039.20,33.33,1299.00,25.00
10603,HMDX JAM PLUS ROZI WIRELESS SPEAKER,AUDIOVIDEO PROGRAM,-1,319.20,33.33,399.00,25.00
10604,HDDX JAM CLASSIC BIJELI WIRELESS SPEAKER,AUDIOVIDEO PROGRAM,1,239.20,33.33,299.00,25.00
10605,HMDX JAM STORM CRNI WIRELESS SPEAKER,AUDIOVIDEO PROGRAM,1,599.20,33.33,749.00,25.00
10606,SAMSUNG i9295 S4 ACTIVE BLUE,MOBITELI,1,2110.00,51.62,3999.00,0.00
10607,GOPRO HERO4 SILVER ADVANTURE CHDHY-401,AUDIOVIDEO PROGRAM,2,2639.20,20.88,3310.00,17.00
10608,GOPRO AHBBP-401 DUAL BATTERY CHARGER,AUDIOVIDEO PROGRAM,1,265.00,17.43,389.00,0.00
10609,GOPRO AFLTY-003 FLOATY BACKDOOR,AUDIOVIDEO PROGRAM,1,95.00,25.47,149.00,0.00
10610,"VIPME ELEKTRONSKI BON 16,50 KN",MOBITELI,1,13.20,4.76,16.50,4.54
10611,SAMSUNG RB29FDRNDSA/EF KOMB. HLADNJAK,BIJELA TEHNIKA,1,3899.00,17.61,4299.00,25.00
10612,"VIVAX TPC-8140 8"" TABLET",MOBITELI,-1,400.00,99.80,999.00,0.00
10613,ACER X1373WH PROJEKTOR,AUDIOVIDEO PROGRAM,1,2459.99,36.55,4199.00,0.00
10614,VIVAX IMAGO TV-32S55DT2 LED TV,TELEVIZIJA,3,990.00,61.54,1999.00,0.00
10615,GARMIN NUVI 54LM EUROPE+ADRIAROUTE,AUDIOVIDEO PROGRAM,1,1000.00,44.48,1499.00,17.00
10616,GARMIN NUVI 66LMT EUROPE+ADRIAROUTE,AUDIOVIDEO PROGRAM,1,1400.00,37.63,1999.00,17.00
10617,PIONEER X-EM12 MINI LINIJA,AUDIOVIDEO PROGRAM,1,540.00,48.00,999.00,0.00
10618,iCACTH DVR 413DH-W,AUDIOVIDEO PROGRAM,1,999.20,66.67,1249.00,40.00
10619,IR BULLET NW800BIR1-ICR,AUDIOVIDEO PROGRAM,4,599.20,66.67,749.00,40.00
10620,PRESTIGIO MULTIPAD THUNDER 8.0i 3G,MOBITELI,1,820.05,55.99,1599.00,0.00
10621,PRESTIGIO MULTIPAD 4 DIAMOND 7.85 3G,MOBITELI,1,600.06,59.85,1199.00,0.00
10622,PRESTIGIO PAP4055 BATERIJA,MOBITELI,1,74.15,28.39,119.00,0.00
10623,PRESTIGIO PSP5455 DUO WHITE,MOBITELI,1,824.91,45.37,1499.00,0.00
10624,"SEAGATE BACKUP PLUS DRIVE 3.5"" 2TB",PC,1,620.19,28.86,999.00,0.00
10625,TP-LINK ANTENA TL-ANT2405CL,PC,3,6.94,418.73,45.00,0.00
10626,ACER ASPIRE E5-572G-57Q1,PC,1,3350.00,31.32,5499.00,0.00
10627,PS3 FIFA 15,PLAY STATION,3,199.20,50.10,299.00,20.00
10628,VIVAX TPC-71213G DUAL SIM TABLET,AUDIOVIDEO PROGRAM,1,440.00,63.46,899.00,0.00
10629,"VIVAX TPC-9120 9"" TABLET",MOBITELI,1,570.00,68.28,1199.00,0.00
10630,SONY ICF-C17B RADIO BUDILICA,AUDIOVIDEO PROGRAM,1,115.00,59.30,229.00,0.00
10631,SONY ICF-C1W RADIO BUDILICA,AUDIOVIDEO PROGRAM,1,115.00,59.30,229.00,0.00
10632,PANASONIC RF-2400EG9-K RADIO,AUDIOVIDEO PROGRAM,1,183.20,63.21,299.00,20.00
10633,FIFA 15 PC IGRICA,PLAY STATION,1,319.20,29.87,399.00,23.00
10634,PS3 TOMB RAIDER UNDERWORLD,PLAY STATION,1,135.20,29.88,169.00,23.00
10635,PS3 GRAN TURISMO 6 AE,PLAY STATION,1,183.20,48.47,289.00,15.00
10636,PS4 DUALSHOCK WAVE BLUE CONTROLLER,PLAY STATION,2,399.20,42.89,549.00,23.00
10637,"JOYPLUS A20-TC 7"" TABLET",AUDIOVIDEO PROGRAM,13,285.00,124.28,799.00,0.00
10638,SAMSUNG WF70F5E5U4W/LE PERILICA RUBLJA,BIJELA TEHNIKA,1,3899.00,26.66,4399.00,28.74
10639,X-AUDIO 100V 180WST2180FM POJAČALO,AUDIOVIDEO PROGRAM,3,1838.40,91.92,2999.00,32.00
10640,VIVAX HOME OH-133002F RADIJATOR,BIJELA TEHNIKA,1,299.00,33.51,499.00,0.00
10641,TRANSCEND RDF8 CARD READER,PC,1,102.24,43.12,139.00,24.00
10642,KASPERSKY INTERNET SECURITY 2015,PC,2,139.30,302.02,399.00,43.00
10643,MIELE WKB 130,BIJELA TEHNIKA,1,6392.00,25.91,7990.00,20.58
10644,MIELE TKB 650 WP,BIJELA TEHNIKA,1,7192.00,25.91,8990.00,20.58
10645,MIELE WTV 501,BIJELA TEHNIKA,1,376.00,25.91,470.00,20.58
10647,"SAMSUNG LT28C570EW 28""",TELEVIZIJA,1,1949.00,35.51,2623.75,20.52
10655,SAMSUNG GT-C3590 WINE RED,MOBITELI,1,479.20,25.00,599.00,20.00
10656,SAMSUNG GT-C3590 BLACK,MOBITELI,5,479.20,36.99,599.00,27.00
10657,SONY XPERIA Z1 COMPACT WHITE,MOBITELI,1,2959.20,51.63,3999.00,28.70
10658,X-AUDIO SE2060BC POJAČALO 60W 6 ZONA,AUDIOVIDEO PROGRAM,1,1112.00,42.86,1390.00,30.00
10659,"DAP KABEL XLR 0,75m",AUDIOVIDEO PROGRAM,10,35.84,42.85,44.80,30.00
10660,"DAP KABEL XLR 1,5m",AUDIOVIDEO PROGRAM,5,39.84,42.85,49.80,30.00
10661,DAP CS-360 ZVUČNIK 60W 100V,AUDIOVIDEO PROGRAM,8,660.48,42.75,825.00,30.00
10662,TELE2 PRET HUAWEI G630 BLACK + C25 NOA,TELE2,1,1356.00,11.80,1895.00,0.00
10663,TELE2 PRET LG L90 BLACK + NOA C25,TELE2,2,1436.00,11.14,1995.00,0.00
10664,TELE2 PRET LG L90 WHITE  + NOA C25,TELE2,1,1436.00,11.14,1995.00,0.00
10665,TELE2 PRET SAMSUNG SM-G850 BLACK,TELE2,1,3916.00,12.26,5495.00,0.00
10666,CRUCIAL RAM 4GB DDR3,PC,1,222.73,43.31,399.00,0.00
10667,DELL E2414H - DXLHR272449155 LED MONITOR,PC,1,992.85,28.84,1599.00,0.00
10668,INTEL CORE i5-4460 PROCESOR,PC,1,1170.87,36.58,1999.00,0.00
10669,TOSHIBA SATELLITE C50-B-13F,PC,3,1699.00,41.21,2999.00,0.00
10670,TOSHIBA SATELLITE L50-B-1K2,PC,1,2999.00,33.35,4999.00,0.00
10671,TOSHIBA SATELLITE L50-B-12E,PC,1,2999.00,33.35,4999.00,0.00
10672,TOSHIBA SATELLITE L50-B-1V2,PC,1,2475.00,19.56,3699.00,0.00
10673,TOSHIBA SATELLITE L50-B-1VN,PC,1,2169.00,34.59,3649.00,0.00
10674,TOSHIBA SATELLITE L50-B-1VT,PC,1,1799.00,42.26,3199.00,0.00
10675,MS USB A-B MINI KABEL 2M,AUDIOVIDEO PROGRAM,3,9.90,119.34,19.00,30.00
10676,MSI TUNE 01 CAR FM TRANSMITTER,AUTOPROGRAM,3,65.00,87.46,99.00,35.00
10677,NOKIA 225 DS ŽUTA,MOBITELI,1,399.20,54.83,649.00,16.00
10678,ALCATEL OT-2007D TAMNO SIVA,MOBITELI,2,295.20,43.53,429.00,19.00
10679,ALCATEL OT-2007D CRVENI,MOBITELI,1,295.20,79.42,429.00,19.00
10680,TOSHIBA 55L7463DG,TELEVIZIJA,1,6200.00,16.12,10999.00,0.00
10682,LG 55LB679V LED TV,TELEVIZIJA,1,5500.00,30.90,8999.00,0.00
10683,VIPME ELEKTRONSKI BON 110 KN,TELEFON,3,88.00,4.76,110.00,4.54
10684,TOMATO ELEKTRONSKI BON 110 KN,MOBITELI,20,88.00,4.76,110.00,4.54
10685,HP LASERJET M127,PRINTER,1,920.00,73.83,1999.00,0.00
10686,PANASONIC TX-42AS650E,TELEVIZIJA,1,3039.24,57.91,5999.00,0.00
10689,GORENJE BO53CLI PEĆNICA UGRADBENA,BIJELA TEHNIKA,0,3199.00,0.00,3999.00,21.60
10690,GORENJE GW65CLI PLINSKO KUHALIŠTE,BIJELA TEHNIKA,0,2159.00,0.00,2999.00,0.00
10691,ASUS GEFORCE GT610 1GB GRAFIČKA,PC,1,311.15,49.18,499.00,14.00
10692,LG 19M35A-B MONITOR,PC,1,619.00,42.36,888.00,19.38
10693,PHILIPS 200V4LAB/00 MONITOR SA ZVUČ.,PC,1,519.94,53.71,999.00,0.00
10694,SAMSUNG LS22D300NY,PC,1,677.99,41.48,1199.00,0.00
10695,VERBATIM DVD-R PRINTABLE 25/1,PC,40,49.80,39.22,65.00,25.00
10696,VERBATIM DVD-R 10/1 43729,PC,5,17.90,78.84,30.00,25.00
10697,VERBATIM DVD+R 25/1 PRINTABLE 43539,PC,3,49.80,39.22,65.00,25.00
10698,VERBATIM DVD+R DL 5/1 43541,PC,3,59.00,35.59,75.00,25.00
10699,VERBATIM STORE N GO 8GB CRVENI,PC,3,28.00,68.57,59.00,0.00
10700,VERBATIM SWIVEL 8GB PLAVI,PC,3,30.00,57.33,59.00,0.00
10701,VERBATIM SWIVEL 16GB 49814,PC,2,49.00,61.63,99.00,0.00
10702,VERBATIM NETBOOK 16GB 43941,PC,5,54.00,61.48,109.00,0.00
10703,VERBATIM NETBOOK 32GB 43942,PC,1,104.00,53.08,199.00,0.00
10704,VERBATIM V3 64GB 49174,PC,1,164.00,31.42,229.00,15.00
10705,VERBATIM SLIDER 8GB 98695,PC,10,31.50,136.09,79.00,15.00
10706,SONY CMT-S20 MINI LINIJA,PC,1,530.00,33.16,749.00,15.09
10707,HP PRO 3500M J4A34ES#BED,PC,3,3217.00,44.55,4999.00,14.00
10708,DELL OPTIPLEX 3020MT DXLHR272467339,PC,1,3000.00,33.31,4999.00,0.00
10710,APC BX500CI UPS,AUDIOVIDEO PROGRAM,1,375.00,41.99,599.00,10.00
10713,SBOX PM-102L STROPNI NOSAČ,AUDIOVIDEO PROGRAM,1,319.92,199.58,599.00,50.00
10715,LG 55EC930V OLED TV,TELEVIZIJA,1,14200.00,18.30,20999.00,0.00
10716,"MONOSFERO 30 STALAK 19""",AUDIOVIDEO PROGRAM,0,0.00,0.00,199.00,0.00
10717,SAMSUNG GALAXY NOTE 3 WHITE,MOBITELI,1,2060.00,60.10,3999.00,3.00
10718,SAMSUNG GALAXY G355H DUOS BLACK,MOBITELI,1,760.00,84.37,1699.00,3.00
10719,ONYX FLIP S5 COVER,MOBITELI,2,25.00,216.80,99.00,0.00
10720,ONYX IPHONE 6 FLIP,MOBITELI,4,27.00,193.33,99.00,0.00
10721,ONYX SAMSUNG I9060 FLIP,MOBITELI,4,20.00,136.00,59.00,0.00
10722,SAMSUNG UE48HU7500TXXH,TELEVIZIJA,1,6150.00,30.07,9999.00,0.00
10723,SAMSUNG WF70FEOW4W/LE PERILICA,BIJELA TEHNIKA,1,3199.00,40.36,3999.00,28.75
10725,HAVIT HV-MP801 PODLOGA GEL ZA MIŠ,AUDIOVIDEO PROGRAM,1,28.00,64.84,45.00,22.00
10726,MAXLINE M-697 CRNI OPTIČKI MIŠ,PC,2,22.00,109.79,45.00,22.00
10727,MAXLINE M-718 BIJELI OPTIČKI MIŠ,PC,1,20.00,130.77,45.00,22.00
10728,MAXLINE M-718 PLAVI OPTIČKI MIŠ,PC,2,20.00,130.77,45.00,22.00
10729,MM 12E25 SLUŠALICE CRVENE,PC,3,29.00,117.01,59.00,25.00
10730,MAXMOBILE KV-1210 CRNE,PC,3,29.00,117.01,59.00,25.00
10731,MAXMOBILE KV-1210 CRNO-BIJELE SLUŠALICE,AUDIOVIDEO PROGRAM,3,29.00,117.01,59.00,25.00
10732,MM KV-1210 CRNO-CRVENE  SLUŠALICE,AUDIOVIDEO PROGRAM,2,29.00,117.01,59.00,25.00
10733,MM KV-1210 CRNO-LJUBIČASTE SLUŠALICE,AUDIOVIDEO PROGRAM,2,29.00,117.01,59.00,25.00
10734,"MM TORBICA TABLET FLIP ME 7""-8"" PLAVA",AUDIOVIDEO PROGRAM,1,67.00,73.53,109.00,25.00
10735,MM TPU IPHONE 6 CRNA MASKA,MOBITELI,2,25.00,109.07,49.00,25.00
10736,MM TPU MASKA IPHONE 6 PROZIRNA,MOBITELI,2,25.00,109.07,49.00,25.00
10737,MM TPU MASKA IPHONE 6 PLUS CRNA,MOBITELI,2,25.00,109.07,49.00,25.00
10738,MM TPU MASKA IPHONE 6 PLUS PROZIRNA,MOBITELI,1,25.00,109.07,49.00,25.00
10739,MM BOOK TORBICA IPHONE 6 razne,MOBITELI,3,10.00,612.00,89.00,0.00
10740,MASKA ZA AUTORADIO AUDI A4 2001,AUTOPROGRAM,1,31.99,184.59,99.00,13.00
10741,ZVUČNIK WDT-13-138,AUTOPROGRAM,4,47.99,89.70,99.00,13.00
10742,BOOK OF SPELLS+WONDERBOOK PS3,PC,1,223.20,25.00,279.00,20.00
10743,PES 2015 D1 EDIT. PS3,PC,1,319.20,32.39,449.00,15.00
10744,MOVE SPORTS CHAMPIONS2 PS3,PC,1,199.20,29.87,249.00,23.00
10745,PANASONIC DMC-TZ60EP-S,FOTOAPARAT,1,2399.20,30.65,3299.00,15.81
10746,SONY SF64UX2 64GB SD MEM. KARTICA,FOTO,1,319.20,25.00,399.00,20.00
10747,DEKICA DISNEY FROZEN,AUDIOVIDEO PROGRAM,1,79.20,17.65,99.00,15.00
10748,"THL T4000 4,7"" SMARTPHONE",MOBITELI,2,799.20,29.42,1099.00,15.00
10749,"THL 5000 5"" SMARTPHONE",MOBITELI,1,1759.20,28.35,2399.00,15.00
10750,"PIPO U7 7.9"" TAB",MOBITELI,1,959.20,47.08,1499.00,15.00
10751,FOCUS FM TRANSMITER FM20,AUDIOVIDEO PROGRAM,-1,35.00,172.00,119.00,0.00
10752,LENCO CS-420 AUTORADIO,AUTOPROGRAM,1,225.00,112.98,599.00,0.00
10753,PIONEER CS-5070 ZVUČNICI,AUDIOVIDEO PROGRAM,1,1439.20,58.74,1999.00,30.00
10754,VIVAX IMAGO TV-32LE73,TELEVIZIJA,1,1175.00,36.10,1999.00,0.00
10755,SAMSUNG S3 NEO BLACK,MOBITELI,2,1999.20,84.63,2999.00,35.00
10756,CATERPILLAR S50,MOBITELI,1,3199.20,25.00,3999.00,20.00
10757,FIFA 14 PLAYSTATION 2,PLAY STATION,1,103.20,25.00,129.00,20.00
10758,ALPINE SPR-60 AUTO ZVUČNICI,AUTOPROGRAM,1,999.20,53.85,1249.00,35.00
10759,SONY DSC-HX10VW,FOTO,1,950.00,127.28,2699.00,0.00
10760,MITSUBISHI MUZ-FH50VE,KLIMA,1,7510.00,33.37,9390.00,25.00
10761,MITSUBISHI MSZ-FH50VE UNUT.,KLIMA,1,3180.00,33.50,3980.00,25.00
10762,NOSAČI VELIKI 570x550,KLIMA,5,82.00,17.65,102.50,15.00
10763,PIONEER BDP-170-K BLU RAY REPR.,AUDIOVIDEO PROGRAM,1,800.00,49.90,1999.00,0.00
10764,SONY KDL-40W605BBAEP LED TV,TELEVIZIJA,1,2799.20,34.46,3999.00,15.00
10765,SONY DSC-H90 BLACK,FOTO,1,600.00,166.53,1999.00,0.00
10766,SONY DSC-H90 SILVER,FOTO,1,600.00,166.53,1999.00,0.00
10767,SONY DSC-HX10V SILVER,FOTO,1,450.00,362.04,2599.00,0.00
10768,SONY DSC-HX10V WHITE,FOTO,1,950.00,118.86,2599.00,0.00
10769,SONY DSC-WX50L BLUE,FOTO,2,600.00,113.20,1599.00,0.00
10770,SONY CDX-GT26,AUTOPROGRAM,1,250.00,91.68,599.00,0.00
10771,SONY RDP-M5IP BLACK,AUDIOVIDEO PROGRAM,1,150.00,272.80,699.00,0.00
10772,SONY RDP-M5IP WHITE,AUDIOVIDEO PROGRAM,1,150.00,272.80,699.00,0.00
10773,SONY RDP-V20IP BLACK,AUDIOVIDEO PROGRAM,2,100.00,779.20,1099.00,0.00
10774,SONY HDR-CX130E BLACK,AUDIOVIDEO PROGRAM,3,1000.00,187.92,3599.00,0.00
10777,SAMSUNG WD0804W8E3/YLE PERILICA/SUŠILICA,BIJELA TEHNIKA,1,5199.00,23.08,5999.00,25.00
10778,SAMSUNG WF60F4E0N0W/LE,BIJELA TEHNIKA,1,2499.00,34.75,2999.00,28.75
10779,APPLE MACBOOK PRO 15 MGXA2D,PC,1,11500.00,1.30,14562.50,0.00
10780,PS4 MINECRAFT IGRICA,PLAY STATION,1,159.20,87.81,299.00,20.00
10781,PS4 GTA V IGRICA,PLAY STATION,3,319.20,61.88,549.00,15.00
10782,PLAYSTATION PLUS CARD 90 DAYS,PLAY STATION,1,98.04,62.38,199.00,0.00
10783,SONY DSC-WX50P DIG.FOTOAPARAT,FOTOAPARAT,1,450.00,184.27,1599.00,0.00
10784,VIPME ELEKTRONSKI BON 220 KN,VIP,1,176.00,4.76,220.00,4.54
10785,GORENJE GS 52214W SUĐERICA,BIJELA TEHNIKA,1,2159.00,29.05,2699.00,22.50
10786,MSG GAMER i139 PC,PC,1,4500.00,30.28,7328.00,0.00
10787,SONY DSC-WX100W,AUDIOVIDEO PROGRAM,1,450.00,255.38,1999.00,0.00
10788,SONY DSC-WX50L FOTOAPARAT,FOTO,1,450.00,184.27,1599.00,0.00
10789,STRONG SRT 500LT,AUDIOVIDEO PROGRAM,0,0.00,0.00,333.00,0.00
10790,SBS SURGE PROTECTOR SP500S,AUDIOVIDEO PROGRAM,5,59.25,108.33,79.00,0.00
10791,BANDRIDGE TVS 4101 DISEQ,AUDIOVIDEO PROGRAM,0,0.00,0.00,175.00,0.00
10792,INFINITY 1040 DVB-S,AUDIOVIDEO PROGRAM,0,0.00,0.00,399.00,0.00
10794,NYTROBOX NB-4001T,AUDIOVIDEO PROGRAM,0,199.20,0.00,249.00,0.00
10795,STI EHKF-2110A LNB,AUDIOVIDEO PROGRAM,0,0.00,0.00,222.00,0.00
10796,KATHREIN UFD 590 SAT. RECEIVER,AUDIOVIDEO PROGRAM,0,319.20,0.00,399.00,0.00
10797,STRONG SRT-4125 RECEIVER,AUDIOVIDEO PROGRAM,0,799.20,0.00,999.00,0.00
10798,ODYSSEY FZ-10CDIW,AUDIOVIDEO PROGRAM,0,2399.20,0.00,2999.00,0.00
10799,QUALI TV EURO1080,AUDIOVIDEO PROGRAM,0,799.20,0.00,999.00,0.00
10800,TEAC PD-D2620,AUDIOVIDEO PROGRAM,0,1599.20,0.00,1999.00,0.00
10801,HAVIT HV-K515CM COMBO SET MIŠ+TIPKO.,PC,2,59.00,89.48,109.00,22.00
10802,MM AUTO PUNJAČ TANKI 2.5mm +USB PORT,MOBITELI,2,39.00,61.37,59.00,25.00
10803,MM KV-1959M SLUŠALICE CRNO-BIJELE,MOBITELI,2,29.00,117.01,59.00,25.00
10804,MM KV-1959M SLUŠALICE CRNO-LJUBIČASTA,MOBITELI,2,29.00,117.01,59.00,25.00
10805,MM TPU MASKE RAZNE,MOBITELI,5,7.00,345.71,39.00,0.00
10806,SAGEMCOM D150 TELEFON CRNI,TELEFON,1,105.00,51.62,199.00,0.00
10807,SP 32GB MICROSD+ADAPTER CL4,MOBITELI,2,58.00,174.48,199.00,0.00
10808,SEARCH GUARD LAMPA,ALATI,0,115.00,0.00,249.00,12.00
10809,ASCOM AVENA 233 TELEFON,TELEFON,6,1117.50,0.00,1490.00,0.00
10810,P.AUDIO EVO 8,AUDIOVIDEO PROGRAM,0,0.00,0.00,0.00,0.00
10811,P.AUDIO DSC24,AUDIOVIDEO PROGRAM,0,2250.00,0.00,3000.00,0.00
10812,IPHONE 5C 16GB WHITE,MOBITELI,0,0.00,0.00,6499.00,0.00
10813,HAMA CD BAG VIŠE VRSTA,AUDIOVIDEO PROGRAM,0,15.00,0.00,29.00,0.00
10814,USLUGA SERVISA,USLUGE,1,710.40,23.94,976.00,11.32
10815,MAX MOBILE SOUND BOX,AUDIOVIDEO PROGRAM,0,0.00,0.00,129.00,0.00
10816,GP 399 SR57,BATERIJA,0,0.00,0.00,10.00,0.00
10817,VARTA 381,BATERIJA,0,0.00,0.00,10.00,0.00
10818,VARTA 392,BATERIJA,0,0.00,0.00,10.00,0.00
10819,NOKIA BL-6P,MOBITELI,0,0.00,0.00,299.00,0.00
10820,NOKIA BL-4B,MOBITELI,0,0.00,0.00,299.00,0.00
10821,PIONEER DEH-2000MPB,AUTOPROGRAM,0,479.20,0.00,599.00,0.00
10822,ALPINE CHM-S630,AUTOPROGRAM,0,977.60,0.00,1222.00,0.00
10823,P.AUDIO EVO 206W,AUDIOVIDEO PROGRAM,6,1200.00,66.67,1500.00,40.00
10824,BANDRIDGE CA46100X USB A-B ADAPTER,PC,0,26.40,0.00,33.00,0.00
10825,PANASONIC FA134,PC,0,0.00,0.00,650.00,0.00
10826,PROFIGOLD PGV7392 SCART KABEL,AUDIOVIDEO PROGRAM,0,151.20,0.00,189.00,0.00
10827,FULLMARK RIBBON,PC,0,0.00,0.00,49.00,0.00
10828,DREAMBOX DM 5620-S,AUDIOVIDEO PROGRAM,1,39.00,61.37,2222.00,25.00
10829,CHIAYO SAT. RECEIVER,TELEVIZIJA,0,0.00,0.00,1333.00,0.00
10830,KYOCERA TK-17,PRINTER,0,0.00,0.00,599.00,0.00
10831,CANON NPG-1,PRINTER,0,0.00,0.00,299.00,0.00
10832,GOLDSOUND TC-10A,AUDIOVIDEO PROGRAM,0,0.00,0.00,199.00,0.00
10833,BANDRIDGE PS9150MF,AUDIOVIDEO PROGRAM,0,0.00,0.00,15.00,0.00
10834,VIPME NOKIA 6101,VIP,0,0.00,0.00,1101.50,0.00
10835,COMMEL PRODUŽNI KABEL,AUDIOVIDEO PROGRAM,0,0.00,0.00,179.00,0.00
10836,HELLERMAN 1/24081DC,PC,0,0.00,0.00,899.00,0.00
10837,HELLERMAN RN2408,PC,0,0.00,0.00,199.00,0.00
10838,SIEMENS GIGASET 3010 MICRO,TELEFON,0,0.00,0.00,499.00,0.00
10839,MAXNAVIA EPSON TO894 YELLOW,PRINTER,0,23.20,0.00,29.00,0.00
10840,PS2 16MB CARD,PLAY STATION,0,0.00,0.00,222.00,0.00
10841,MULTI STICK PLAYSTATION,PLAY STATION,0,0.00,0.00,60.00,0.00
10842,MOTOROLA L6,MOBITELI,0,0.00,0.00,598.00,0.00
10843,OFFEL MULTISWITCH,PC,0,0.00,0.00,39.00,0.00
10844,KONIG SLUŠALICE,AUDIOVIDEO PROGRAM,0,0.00,0.00,49.00,0.00
10845,SONY DSC-T9,FOTO,0,0.00,0.00,2399.00,0.00
10846,PANASONIC T7436CE,AUDIOVIDEO PROGRAM,0,0.00,0.00,1999.00,0.00
10847,PANASONIC T7565,AUDIOVIDEO PROGRAM,0,0.00,0.00,999.00,0.00
10848,LG G5400,MOBITELI,0,0.00,0.00,1665.00,0.00
10849,MS TORBA,PC,0,0.00,0.00,29.00,0.00
10850,OLYMPUS P-A4PASE,AUDIOVIDEO PROGRAM,0,0.00,0.00,987.00,0.00
10851,OLYMPUS P-A4NE,AUDIOVIDEO PROGRAM,0,0.00,0.00,777.00,0.00
10852,NOKIA KABEL,MOBITELI,3,21.02,235.76,499.00,15.00
10853,OLYMPUS PT-029,FOTO,0,0.00,0.00,299.00,0.00
10854,MS PLATINUM 400v2 400W NAPAJANJE,PC,2,129.00,42.02,229.00,0.00
10855,MS PLATINUM 500v3 500W NAPAJANJE,PC,1,149.00,39.06,259.00,0.00
10856,LG 23M45H-B GAMING MONITOR,PC,1,849.99,50.50,1599.00,0.00
10857,VIVAX SMART FUN S4510 BLUE,MOBITELI,2,420.00,71.24,899.00,0.00
10858,VIVAX SMART FUN S4510 WHITE,MOBITELI,2,420.00,71.24,999.00,0.00
10859,PIONEER DDJ-WEGO3-R,MOBITELI,1,2479.20,66.67,3099.00,40.00
10860,PIONEER RMX-1000-M,DJ OPREMA,0,0.00,0.00,6999.00,0.00
10861,PIONEER PRODJ-RMX-STAND-P,DJ OPREMA,0,0.00,0.00,969.00,0.00
